predio,band,month,historical_median,historical_p25,historical_p75,value_2026
G2,LAI,10,1.2236,0.6302,1.5596,
G2,LAI,11,2.1775,2.0192,2.4432,
G2,LAI,12,2.7458,2.7102,2.8119,
G2,LEAF_CHL,1,161.7385,151.5486,163.1582,131.2617
G2,LEAF_CHL,2,114.6559,90.2615,143.0808,120.6496
G2,LEAF_CHL,3,90.7959,73.4626,113.4723,101.0336
G2,LEAF_CHL,4,84.2951,75.5165,108.8019,74.1993
G2,LEAF_CHL,5,60.5142,50.8530,66.0064,
G2,LEAF_CHL,6,24.2232,23.7160,28.1179,
G2,LEAF_CHL,7,17.6378,16.2316,18.5896,
G2,LEAF_CHL,8,14.3696,13.8620,14.7761,
G2,LEAF_CHL,9,12.3573,11.8708,12.8248,
G2,LEAF_CHL,10,59.8798,30.9057,79.6012,
G2,LEAF_CHL,11,117.9051,104.1281,131.4468,
G2,LEAF_CHL,12,157.5376,150.4612,162.8191,
G2,CANOPY_CHL,1,145.5755,137.0611,147.4250,197.0002
G2,CANOPY_CHL,2,151.2844,124.2567,159.3078,184.8746
G2,CANOPY_CHL,3,148.4021,124.7247,180.3607,185.5204
G2,CANOPY_CHL,4,155.4531,133.0572,172.4698,135.5804
G2,CANOPY_CHL,5,94.9010,74.4906,105.6044,
G2,CANOPY_CHL,6,15.8302,14.9723,22.6321,
G2,CANOPY_CHL,7,4.9727,4.0385,5.8809,
G2,CANOPY_CHL,8,2.2790,1.9420,3.2375,
G2,CANOPY_CHL,9,1.5372,1.2993,2.1782,
G2,CANOPY_CHL,10,76.4259,20.5950,130.9758,
G2,CANOPY_CHL,11,167.4913,160.5310,174.8830,
G2,CANOPY_CHL,12,152.6475,149.1655,156.4601,
G2,FAPAR,1,0.7821,0.7624,0.7891,0.7590
G2,FAPAR,2,0.6977,0.6430,0.7405,0.7228
G2,FAPAR,3,0.6364,0.5904,0.6925,0.6802
G2,FAPAR,4,0.6293,0.6088,0.7053,0.6170
G2,FAPAR,5,0.5750,0.5514,0.5836,
G2,FAPAR,6,0.3509,0.3351,0.4139,
G2,FAPAR,7,0.1535,0.1331,0.1812,
G2,FAPAR,8,0.1031,0.0942,0.1172,
G2,FAPAR,9,0.0740,0.0712,0.0768,
G2,FAPAR,10,0.5322,0.3291,0.6139,
G2,FAPAR,11,0.7396,0.7146,0.7757,
G2,FAPAR,12,0.8012,0.7939,0.8066,
G2,FCOVER,1,0.7365,0.7066,0.7480,0.7136
G2,FCOVER,2,0.6225,0.5511,0.6684,0.6602
G2,FCOVER,3,0.5304,0.4749,0.5966,0.5949
G2,FCOVER,4,0.5195,0.4958,0.6110,0.5210
G2,FCOVER,5,0.4350,0.4094,0.4611,
G2,FCOVER,6,0.1904,0.1809,0.2788,
G2,FCOVER,7,0.0848,0.0790,0.0965,
G2,FCOVER,8,0.0647,0.0614,0.0679,
G2,FCOVER,9,0.0490,0.0479,0.0498,
G2,FCOVER,10,0.4335,0.2448,0.5294,
G2,FCOVER,11,0.6935,0.6689,0.7396,
G2,FCOVER,12,0.7715,0.7607,0.7745,
G2,PSRI,1,0.0353,0.0327,0.0382,0.0334
G2,PSRI,2,0.0593,0.0482,0.0790,0.0594
G2,PSRI,3,0.0809,0.0579,0.1048,0.0673
G2,PSRI,4,0.0852,0.0599,0.0966,0.0913
G2,PSRI,5,0.1239,0.1079,0.1530,
G2,PSRI,6,0.3594,0.3564,0.3804,
G2,PSRI,7,0.4015,0.3806,0.4165,
G2,PSRI,8,0.3626,0.3467,0.3790,
G2,PSRI,9,0.3668,0.3548,0.3807,
G2,PSRI,10,0.0971,0.0651,0.2053,
G2,PSRI,11,0.0331,0.0294,0.0417,
G2,PSRI,12,0.0303,0.0242,0.0327,
G2,CLEAR_PIXEL_COUNT,1,1.0000,1.0000,2.0000,1.0000
G2,CLEAR_PIXEL_COUNT,2,1.0000,1.0000,1.0000,2.0000
G2,CLEAR_PIXEL_COUNT,3,1.0000,1.0000,2.0000,1.5000
G2,CLEAR_PIXEL_COUNT,4,1.4718,0.7500,2.0000,1.0000
G2,CLEAR_PIXEL_COUNT,5,0.0000,0.0000,1.0000,
G2,CLEAR_PIXEL_COUNT,6,1.0000,0.0000,1.0000,
G2,CLEAR_PIXEL_COUNT,7,1.0000,1.0000,2.0000,
G2,CLEAR_PIXEL_COUNT,8,1.0000,0.0000,1.0000,
G2,CLEAR_PIXEL_COUNT,9,1.0000,1.0000,2.0000,
G2,CLEAR_PIXEL_COUNT,10,1.0000,1.0000,1.0000,
G2,CLEAR_PIXEL_COUNT,11,1.5000,1.0000,2.0000,
G2,CLEAR_PIXEL_COUNT,12,2.0000,1.0000,2.0000,
